brand,name,style,hop,yeast,malts,ibu,alcohol,blg,user_id,dt_current_timestamp
Heineken,Pilsner,Belgian Dubbel,Cascade,S04 - English Ale,Chocolate,48 IBU,8.6%,12.7°Blg,f552b27e-49a6-4aae-9438-50c7d1f8baae,2026-03-05 09:25:32
Guinness,Pale Ale,Strong Ale,Galaxy,W34/70 - Lager,Caramel,29 IBU,9.1%,14.5°Blg,cf0d4ded-c031-493d-853e-71c01cd19112,2026-03-05 09:25:32
Heineken,Porter,Belgian Dubbel,Galaxy,1388 - Belgian Strong Ale,Munich,42 IBU,9.0%,16.2°Blg,f0d16c90-c89c-4366-a6a5-cd51fea591f1,2026-03-05 09:25:32
Heineken,Porter,Sour Ale,Cascade,W34/70 - Lager,Munich,27 IBU,9.9%,11.6°Blg,b349df83-2867-4c58-8088-e7d5a8281c11,2026-03-05 09:25:32
Guinness,Pale Ale,Sour Ale,Saaz,1388 - Belgian Strong Ale,Chocolate,36 IBU,5.3%,17.4°Blg,468e0496-374e-40b0-a922-2b3db131e61e,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Saaz,1388 - Belgian Strong Ale,Caramel,33 IBU,5.2%,14.3°Blg,2d1c59f7-5501-4599-b150-7c73e60c1b7e,2026-03-05 09:25:32
Carlsberg,Pilsner,Strong Ale,Galaxy,W34/70 - Lager,Chocolate,49 IBU,4.1%,12.1°Blg,49b4abab-03ea-474e-ac6d-8c78b4ce4263,2026-03-05 09:25:32
Brewdog,Pilsner,Wheat Beer,Galaxy,1388 - Belgian Strong Ale,Chocolate,53 IBU,5.6%,19.4°Blg,47ae6115-d643-477c-a588-96d40fa3f8f8,2026-03-05 09:25:32
Heineken,Pale Ale,Belgian Dubbel,Galaxy,1388 - Belgian Strong Ale,Victory,63 IBU,5.6%,13.0°Blg,b32d94bb-753b-4731-acc1-57034cbf8069,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Session IPA,Millennium,1056 - American Ale,Chocolate,21 IBU,7.1%,12.9°Blg,f617650e-07ce-4b42-847a-38b29ecec48e,2026-03-05 09:25:32
Carlsberg,Porter,Sour Ale,Galaxy,S04 - English Ale,Victory,48 IBU,7.9%,11.6°Blg,97fd3aa2-f240-42b4-97ba-fe98212d55f1,2026-03-05 09:25:32
Brewdog,Imperial Stout,Strong Ale,Millennium,WLP001 - California Ale,Pilsner,56 IBU,7.9%,14.9°Blg,17b89807-aef2-4b2b-85e5-19456eaa159e,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Mosaic,WLP001 - California Ale,Victory,37 IBU,6.7%,16.7°Blg,89495fb5-b37d-46a8-8d4e-48f71175b180,2026-03-05 09:25:32
Budweiser,Pilsner,Belgian Dubbel,Saaz,W34/70 - Lager,Victory,22 IBU,7.0%,18.2°Blg,2422ab4f-bc5a-41fb-b6ed-b1450e86a6e3,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Wheat Beer,Galaxy,W34/70 - Lager,Munich,42 IBU,6.2%,11.0°Blg,e77d52f2-4853-4ffc-b3cb-74d8ae1d7f4f,2026-03-05 09:25:32
Budweiser,Pale Ale,Wheat Beer,Millennium,WLP001 - California Ale,Munich,26 IBU,8.9%,12.5°Blg,f818ee47-33ca-4735-bc1c-40d48c297773,2026-03-05 09:25:32
Brewdog,Porter,Strong Ale,Cascade,1388 - Belgian Strong Ale,Munich,50 IBU,9.9%,10.4°Blg,2dbc573e-5317-4ee1-99b7-6a4de22c0fd1,2026-03-05 09:25:32
Budweiser,Porter,Strong Ale,Mosaic,1056 - American Ale,Munich,67 IBU,9.5%,12.2°Blg,e76b50b1-9d10-4ab1-bbe4-ff11c4f62d31,2026-03-05 09:25:32
Heineken,Lager,Sour Ale,Galaxy,W34/70 - Lager,Victory,61 IBU,5.6%,11.5°Blg,88a1bb4e-3a6d-447c-b705-d032208a5265,2026-03-05 09:25:32
Budweiser,Porter,Strong Ale,Cascade,W34/70 - Lager,Victory,37 IBU,8.7%,13.1°Blg,bb166b57-0e82-4e45-ae7e-fb37ebcfec2b,2026-03-05 09:25:32
Budweiser,Porter,Sour Ale,Cascade,1388 - Belgian Strong Ale,Victory,39 IBU,6.4%,17.5°Blg,ce37f862-60a3-4082-a417-2873662e211e,2026-03-05 09:25:32
Budweiser,Imperial Stout,Strong Ale,Millennium,1056 - American Ale,Caramel,25 IBU,6.5%,12.3°Blg,d351db50-066a-4b38-8391-e0deff69650a,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Session IPA,Millennium,WLP001 - California Ale,Chocolate,56 IBU,5.7%,12.8°Blg,f69f2f01-7fde-4d85-ab19-381214705c61,2026-03-05 09:25:32
Brewdog,Lager,Session IPA,Galaxy,W34/70 - Lager,Chocolate,40 IBU,10.0%,19.3°Blg,b0905da0-34c6-4870-ac86-62d4a686b156,2026-03-05 09:25:32
Heineken,Porter,Sour Ale,Saaz,1388 - Belgian Strong Ale,Munich,25 IBU,4.6%,10.4°Blg,d63f0b70-877f-43c3-9f7c-45f324a35239,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Millennium,1056 - American Ale,Munich,36 IBU,8.1%,17.8°Blg,f97fa7e9-3940-4bc4-872b-79beafe23f40,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Strong Ale,Mosaic,S04 - English Ale,Victory,67 IBU,9.3%,12.7°Blg,ca271ec0-aaff-46f8-bbc8-4bb8c1e9aafc,2026-03-05 09:25:32
Heineken,Lager,Session IPA,Saaz,WLP001 - California Ale,Pilsner,68 IBU,7.0%,12.0°Blg,eaa911ea-40f2-40b6-a65d-811394818105,2026-03-05 09:25:32
Budweiser,Imperial Stout,Belgian Dubbel,Saaz,1056 - American Ale,Chocolate,33 IBU,9.7%,10.2°Blg,c6a8b360-be61-41f6-b60d-6f20ee5a9946,2026-03-05 09:25:32
Guinness,Imperial Stout,Belgian Dubbel,Saaz,WLP001 - California Ale,Caramel,24 IBU,7.8%,13.0°Blg,bf08882a-88ef-4e27-9b7a-2e3945903495,2026-03-05 09:25:32
Brewdog,Pale Ale,Strong Ale,Cascade,S04 - English Ale,Victory,68 IBU,7.4%,16.2°Blg,734207b1-7319-4c0b-b05b-836994344731,2026-03-05 09:25:32
Budweiser,Pale Ale,Wheat Beer,Saaz,S04 - English Ale,Munich,44 IBU,5.9%,12.2°Blg,2b599875-bc62-432a-9c31-fe0891e2dfce,2026-03-05 09:25:32
Brewdog,Pilsner,Wheat Beer,Cascade,1056 - American Ale,Pilsner,55 IBU,5.7%,12.3°Blg,d42bf39a-1f50-4e71-a3f4-e6d52888c5af,2026-03-05 09:25:32
Budweiser,Pale Ale,Wheat Beer,Cascade,S04 - English Ale,Munich,66 IBU,4.7%,14.1°Blg,c84e624b-1d58-446e-9dc0-491f0fdba76d,2026-03-05 09:25:32
Carlsberg,Pilsner,Session IPA,Saaz,1388 - Belgian Strong Ale,Victory,66 IBU,9.9%,19.8°Blg,1dbf3889-216a-44a6-9355-adfcfeb188b3,2026-03-05 09:25:32
Budweiser,Porter,Wheat Beer,Millennium,S04 - English Ale,Caramel,70 IBU,4.5%,10.5°Blg,6f3bacfb-9ef1-46b4-bb84-40c36fe37f9c,2026-03-05 09:25:32
Carlsberg,Lager,Wheat Beer,Saaz,S04 - English Ale,Munich,23 IBU,9.9%,13.5°Blg,b6398dc7-deeb-4193-be36-357896132cc4,2026-03-05 09:25:32
Guinness,Pale Ale,Session IPA,Millennium,S04 - English Ale,Munich,41 IBU,9.8%,15.6°Blg,b5b218e1-5f31-4106-bd4a-c503f366a28d,2026-03-05 09:25:32
Heineken,Lager,Sour Ale,Cascade,S04 - English Ale,Munich,39 IBU,4.8%,19.3°Blg,16fae32d-497e-45b5-949f-9b0dfd3f5878,2026-03-05 09:25:32
Brewdog,Imperial Stout,Wheat Beer,Cascade,1056 - American Ale,Chocolate,44 IBU,8.0%,17.7°Blg,f165f0e7-0874-4a47-9cad-ec412cfa7371,2026-03-05 09:25:32
Brewdog,Imperial Stout,Belgian Dubbel,Saaz,WLP001 - California Ale,Caramel,64 IBU,9.4%,10.4°Blg,8a487c75-549f-4dc9-9e64-ef0ca6b94909,2026-03-05 09:25:32
Guinness,Pilsner,Strong Ale,Millennium,S04 - English Ale,Chocolate,23 IBU,9.6%,12.1°Blg,4113e251-75f5-4fde-b7e1-497e55c1728f,2026-03-05 09:25:32
Brewdog,Pale Ale,Session IPA,Mosaic,S04 - English Ale,Caramel,27 IBU,8.5%,12.5°Blg,54ce4a44-02a4-4888-a85d-b99ac086c503,2026-03-05 09:25:32
Heineken,Lager,Belgian Dubbel,Galaxy,WLP001 - California Ale,Pilsner,44 IBU,4.3%,12.7°Blg,c9275413-e4bb-436a-b02d-ab9bb16a885a,2026-03-05 09:25:32
Budweiser,Pale Ale,Sour Ale,Millennium,W34/70 - Lager,Victory,28 IBU,7.2%,11.6°Blg,33c1dba9-42f3-43a7-b67c-52b5feb5860d,2026-03-05 09:25:32
Budweiser,Lager,Belgian Dubbel,Cascade,WLP001 - California Ale,Victory,55 IBU,8.7%,13.1°Blg,c5c9cf66-c4b9-4923-a77e-be041dbaa459,2026-03-05 09:25:32
Heineken,Lager,Wheat Beer,Saaz,WLP001 - California Ale,Caramel,52 IBU,7.1%,18.2°Blg,5d2ba83e-bad6-4ed0-a30f-38c7abc227b1,2026-03-05 09:25:32
Brewdog,Pilsner,Wheat Beer,Mosaic,W34/70 - Lager,Pilsner,25 IBU,5.6%,16.4°Blg,39ade8e1-7917-426a-9c25-7522415bf3a3,2026-03-05 09:25:32
Budweiser,Pilsner,Strong Ale,Galaxy,W34/70 - Lager,Munich,24 IBU,9.3%,13.8°Blg,fd703102-b91f-42be-a0c2-5539d5cade38,2026-03-05 09:25:32
Budweiser,Pilsner,Wheat Beer,Millennium,1056 - American Ale,Victory,64 IBU,6.9%,13.4°Blg,f7223c92-c17f-4765-89f1-238171058f1b,2026-03-05 09:25:32
Heineken,Porter,Sour Ale,Mosaic,WLP001 - California Ale,Chocolate,33 IBU,7.7%,12.5°Blg,43b057af-50d8-4584-959c-d8ff1018f8cc,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Wheat Beer,Millennium,1056 - American Ale,Victory,24 IBU,6.0%,11.1°Blg,e349766e-cefc-44fc-825d-83cb07ba67f4,2026-03-05 09:25:32
Guinness,Porter,Strong Ale,Mosaic,W34/70 - Lager,Caramel,61 IBU,6.3%,10.4°Blg,463fb108-00bd-4554-8f4c-588cfebdd78a,2026-03-05 09:25:32
Guinness,Imperial Stout,Belgian Dubbel,Mosaic,1056 - American Ale,Chocolate,66 IBU,4.4%,10.8°Blg,63018b8d-672c-4926-b81b-87c444ebe926,2026-03-05 09:25:32
Guinness,Pilsner,Belgian Dubbel,Cascade,W34/70 - Lager,Pilsner,59 IBU,6.1%,16.2°Blg,e1c8d0b0-0933-4268-91fa-9ab0dc0139c3,2026-03-05 09:25:32
Heineken,Porter,Belgian Dubbel,Saaz,WLP001 - California Ale,Caramel,59 IBU,8.5%,18.3°Blg,6ed1ad42-e1bf-427e-ba88-b0fb6ccedb26,2026-03-05 09:25:32
Carlsberg,Imperial Stout,Strong Ale,Millennium,W34/70 - Lager,Munich,37 IBU,4.3%,12.3°Blg,32426701-18b0-4b5d-9e6c-b530eee49439,2026-03-05 09:25:32
Budweiser,Imperial Stout,Belgian Dubbel,Saaz,W34/70 - Lager,Munich,56 IBU,4.1%,19.8°Blg,e699b24e-d6c7-4d8e-b8f6-9abb9ad0f586,2026-03-05 09:25:32
Brewdog,Lager,Sour Ale,Cascade,1388 - Belgian Strong Ale,Victory,44 IBU,9.0%,14.1°Blg,2815c35b-c7ca-4ea0-b5cd-85ed15147e4c,2026-03-05 09:25:32
Heineken,Porter,Strong Ale,Millennium,1388 - Belgian Strong Ale,Chocolate,21 IBU,8.5%,15.9°Blg,79743d34-0bb6-40d4-a85d-01647f9e9f0e,2026-03-05 09:25:32
Guinness,Pilsner,Strong Ale,Saaz,W34/70 - Lager,Munich,32 IBU,8.0%,17.6°Blg,1f9a9d74-ebb5-4445-9f68-13582ec67d6f,2026-03-05 09:25:32
Budweiser,Lager,Wheat Beer,Cascade,W34/70 - Lager,Caramel,67 IBU,9.0%,13.6°Blg,d9af7da9-7433-4617-82e6-830d415d87d1,2026-03-05 09:25:32
Carlsberg,Pilsner,Strong Ale,Cascade,S04 - English Ale,Caramel,51 IBU,6.1%,17.7°Blg,65d49f13-f60e-484d-9a3f-e83e9cba060b,2026-03-05 09:25:32
Guinness,Pale Ale,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Munich,57 IBU,4.1%,11.4°Blg,c7ebcab6-1955-4b3c-89bd-146a43ae34f3,2026-03-05 09:25:32
Heineken,Pilsner,Strong Ale,Millennium,WLP001 - California Ale,Pilsner,55 IBU,7.4%,16.5°Blg,4797cee7-2002-4a79-bd2e-93c9f573eb48,2026-03-05 09:25:32
Brewdog,Lager,Session IPA,Cascade,W34/70 - Lager,Victory,62 IBU,4.4%,14.7°Blg,20f4b4ad-eff6-4c4d-a773-0e8fbc6d889d,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Pilsner,53 IBU,8.8%,14.0°Blg,43fadbac-f381-4e7c-b008-2dc4cc68bd1f,2026-03-05 09:25:32
Budweiser,Pilsner,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Munich,38 IBU,6.7%,12.7°Blg,10b37d23-8df7-44a4-b906-99760aa590d4,2026-03-05 09:25:32
Brewdog,Pale Ale,Sour Ale,Mosaic,W34/70 - Lager,Chocolate,56 IBU,8.5%,13.9°Blg,d5655799-f896-4312-8fb6-bea4a1b7db7f,2026-03-05 09:25:32
Brewdog,Pilsner,Session IPA,Millennium,1056 - American Ale,Caramel,37 IBU,4.6%,15.7°Blg,8bba6485-fe44-4740-a27c-74e19b124ebb,2026-03-05 09:25:32
Guinness,Pale Ale,Wheat Beer,Galaxy,W34/70 - Lager,Munich,32 IBU,6.2%,12.5°Blg,6be5f8be-d076-4d3b-8c45-23109d4f39f1,2026-03-05 09:25:32
Carlsberg,Lager,Strong Ale,Millennium,S04 - English Ale,Pilsner,41 IBU,6.3%,10.5°Blg,13dc3cc8-c2aa-43d6-ae03-e631233911b4,2026-03-05 09:25:32
Budweiser,Imperial Stout,Strong Ale,Saaz,W34/70 - Lager,Munich,29 IBU,6.3%,14.0°Blg,db943628-6881-4158-9dbc-383a68249f33,2026-03-05 09:25:32
Brewdog,Lager,Sour Ale,Galaxy,WLP001 - California Ale,Chocolate,31 IBU,9.3%,16.3°Blg,d9cb7144-c182-4062-8282-99ce45a4f907,2026-03-05 09:25:32
Heineken,Imperial Stout,Belgian Dubbel,Millennium,1056 - American Ale,Pilsner,38 IBU,8.3%,11.4°Blg,e73ca9a4-8e13-41d1-9886-97ee580da9a0,2026-03-05 09:25:32
Budweiser,Imperial Stout,Wheat Beer,Saaz,S04 - English Ale,Munich,35 IBU,4.2%,12.2°Blg,a9f25bb5-5a03-4a5b-9f78-4d0118a56f19,2026-03-05 09:25:32
Budweiser,Imperial Stout,Sour Ale,Cascade,1056 - American Ale,Pilsner,51 IBU,6.4%,15.4°Blg,6addbb4c-35f3-4eca-8c99-2b1883aa9566,2026-03-05 09:25:32
Brewdog,Imperial Stout,Sour Ale,Galaxy,WLP001 - California Ale,Caramel,61 IBU,6.4%,16.3°Blg,5c08fc71-d4e2-4045-a264-05a6de5b3547,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Galaxy,1056 - American Ale,Chocolate,46 IBU,7.4%,14.1°Blg,a163e0d4-7eef-4920-94c3-0e2c88451791,2026-03-05 09:25:32
Brewdog,Pale Ale,Session IPA,Millennium,WLP001 - California Ale,Pilsner,27 IBU,6.9%,19.9°Blg,67415358-b47a-4e12-8d90-e4cbcb4d4998,2026-03-05 09:25:32
Heineken,Porter,Belgian Dubbel,Cascade,1388 - Belgian Strong Ale,Victory,46 IBU,5.9%,13.4°Blg,d370cf23-68d4-4747-a0c6-6db16136920b,2026-03-05 09:25:32
Carlsberg,Porter,Sour Ale,Galaxy,1056 - American Ale,Pilsner,32 IBU,7.3%,10.8°Blg,b4717ed7-07ea-48e7-b2aa-244d71d0f8de,2026-03-05 09:25:32
Carlsberg,Pale Ale,Session IPA,Cascade,WLP001 - California Ale,Caramel,32 IBU,7.0%,11.2°Blg,b98b61be-54d8-47e4-bf20-556e1fb7db76,2026-03-05 09:25:32
Carlsberg,Porter,Belgian Dubbel,Millennium,WLP001 - California Ale,Munich,70 IBU,4.7%,10.9°Blg,28f5e995-6bdb-4e7f-98ce-c04f94144e54,2026-03-05 09:25:32
Budweiser,Lager,Wheat Beer,Millennium,W34/70 - Lager,Pilsner,61 IBU,9.6%,17.9°Blg,b7a7c3d1-d98c-4c1f-a27a-a4944dd9c89e,2026-03-05 09:25:32
Budweiser,Porter,Strong Ale,Galaxy,1056 - American Ale,Caramel,62 IBU,8.5%,17.5°Blg,a1d48250-9ece-40b6-a02d-9d47dc9e3ccf,2026-03-05 09:25:32
Heineken,Lager,Wheat Beer,Mosaic,W34/70 - Lager,Victory,23 IBU,9.7%,18.6°Blg,03bbf006-3916-4954-be12-0cbfac816b12,2026-03-05 09:25:32
Brewdog,Pilsner,Wheat Beer,Mosaic,1056 - American Ale,Pilsner,26 IBU,8.4%,13.5°Blg,0397d326-1976-4175-a660-f0e34f54d459,2026-03-05 09:25:32
Budweiser,Porter,Session IPA,Cascade,S04 - English Ale,Pilsner,48 IBU,8.8%,11.4°Blg,45e79905-e388-4710-951b-3a314353d448,2026-03-05 09:25:32
Guinness,Pale Ale,Strong Ale,Cascade,WLP001 - California Ale,Caramel,45 IBU,8.6%,13.6°Blg,561d0f7b-157e-4082-8086-42e10fde70e4,2026-03-05 09:25:32
Budweiser,Lager,Strong Ale,Galaxy,1056 - American Ale,Pilsner,44 IBU,7.1%,13.3°Blg,14ba38b2-abb3-423b-9b69-f4eb5a64f69c,2026-03-05 09:25:32
Brewdog,Imperial Stout,Belgian Dubbel,Mosaic,WLP001 - California Ale,Chocolate,23 IBU,6.5%,19.9°Blg,8949f6ee-cadf-4d71-b4f7-7f47a5a67490,2026-03-05 09:25:32
Brewdog,Pilsner,Sour Ale,Galaxy,WLP001 - California Ale,Pilsner,64 IBU,5.3%,12.3°Blg,a07f3839-5734-4cc2-b52e-ec903b827384,2026-03-05 09:25:32
Budweiser,Lager,Session IPA,Saaz,1056 - American Ale,Victory,32 IBU,5.2%,16.0°Blg,c6c2f595-2592-4546-bc4d-acfa93b51151,2026-03-05 09:25:32
Carlsberg,Lager,Belgian Dubbel,Saaz,WLP001 - California Ale,Pilsner,55 IBU,8.8%,12.5°Blg,72851467-259b-4b79-8971-0b1eaeb3a2e8,2026-03-05 09:25:32
Guinness,Imperial Stout,Sour Ale,Saaz,S04 - English Ale,Victory,49 IBU,9.7%,19.8°Blg,9a34b70c-bc28-45e8-bbb4-fc5f738e7784,2026-03-05 09:25:32
Budweiser,Pilsner,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Pilsner,22 IBU,7.3%,18.7°Blg,121450e1-fece-4ff4-a6f3-a1de197ac1b6,2026-03-05 09:25:32
Carlsberg,Pilsner,Sour Ale,Cascade,W34/70 - Lager,Pilsner,42 IBU,7.5%,16.8°Blg,a40a4671-cac6-44cb-ad37-5ca97744e4ca,2026-03-05 09:25:32
Carlsberg,Pale Ale,Strong Ale,Saaz,WLP001 - California Ale,Caramel,59 IBU,4.7%,14.4°Blg,f8ba0f10-e5bd-408d-89f6-617d92c83aca,2026-03-05 09:25:32
Guinness,Pale Ale,Session IPA,Mosaic,1388 - Belgian Strong Ale,Caramel,46 IBU,4.9%,14.6°Blg,fd888544-7079-47f6-bb6a-1fe16393eb99,2026-03-05 09:25:32
Heineken,Imperial Stout,Sour Ale,Millennium,W34/70 - Lager,Munich,32 IBU,6.5%,16.2°Blg,00fc00aa-7f1b-4955-b9a2-305199c3aa10,2026-03-05 09:25:32
Heineken,Pilsner,Strong Ale,Millennium,1056 - American Ale,Pilsner,37 IBU,4.2%,13.4°Blg,8741bdc8-d66f-4aa7-99e5-d7e6ba090283,2026-03-05 09:25:32
Guinness,Imperial Stout,Wheat Beer,Mosaic,WLP001 - California Ale,Chocolate,47 IBU,7.5%,18.1°Blg,d1915737-fb0f-4c99-a2d5-35800eaa8291,2026-03-05 09:25:32
Brewdog,Porter,Sour Ale,Saaz,1388 - Belgian Strong Ale,Victory,36 IBU,8.2%,16.2°Blg,ec4a0759-1030-4dc9-b9a9-0c354c3ff3c4,2026-03-05 09:25:32
Guinness,Pale Ale,Belgian Dubbel,Millennium,W34/70 - Lager,Caramel,27 IBU,4.8%,12.4°Blg,73fcef9e-ce2a-4f7c-b7a1-ef0618a99020,2026-03-05 09:25:32
Heineken,Imperial Stout,Wheat Beer,Saaz,WLP001 - California Ale,Munich,58 IBU,5.9%,15.3°Blg,daf461aa-ee99-4971-8438-672913392263,2026-03-05 09:25:32
Carlsberg,Porter,Belgian Dubbel,Millennium,W34/70 - Lager,Pilsner,57 IBU,6.3%,18.7°Blg,dfe10021-ba9f-4c16-a2bf-c0f67eaae35b,2026-03-05 09:25:32
Guinness,Pale Ale,Wheat Beer,Mosaic,WLP001 - California Ale,Caramel,56 IBU,5.5%,12.4°Blg,ed703963-83bb-4c94-801b-28a5c880b987,2026-03-05 09:25:32
Brewdog,Imperial Stout,Wheat Beer,Mosaic,S04 - English Ale,Chocolate,36 IBU,5.6%,16.7°Blg,bc03be43-d490-46e8-95c1-fe8210e3a3f4,2026-03-05 09:25:32
Budweiser,Lager,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Victory,24 IBU,8.9%,11.4°Blg,77ffddff-525f-4029-888a-4022ef37fa3b,2026-03-05 09:25:32
Heineken,Pale Ale,Belgian Dubbel,Millennium,S04 - English Ale,Victory,41 IBU,5.7%,14.6°Blg,5638ab12-a4d2-4a3b-8e14-3eef296e1abc,2026-03-05 09:25:32
Carlsberg,Porter,Strong Ale,Mosaic,1056 - American Ale,Caramel,25 IBU,5.6%,18.2°Blg,5f8fa681-f2a4-4af8-8a79-f2b824d30abe,2026-03-05 09:25:32
Budweiser,Pilsner,Belgian Dubbel,Cascade,WLP001 - California Ale,Munich,30 IBU,5.0%,16.7°Blg,25eb030f-8931-42b0-879c-20d36647a253,2026-03-05 09:25:32
Carlsberg,Pale Ale,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Caramel,38 IBU,8.3%,15.1°Blg,accbf1bc-5dae-4e2c-9ced-e7edc18d7782,2026-03-05 09:25:32
Heineken,Lager,Session IPA,Cascade,W34/70 - Lager,Caramel,22 IBU,8.8%,10.8°Blg,f649c1c9-8723-438f-979a-f32d6a0c4024,2026-03-05 09:25:32
Brewdog,Imperial Stout,Wheat Beer,Galaxy,S04 - English Ale,Victory,48 IBU,9.4%,13.3°Blg,3b357142-05c4-47d8-b9a6-8d3c7a618098,2026-03-05 09:25:32
Budweiser,Pale Ale,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Pilsner,43 IBU,5.5%,15.6°Blg,fc91354e-213b-4e22-a5e5-dbeb2473c5b5,2026-03-05 09:25:32
Heineken,Lager,Strong Ale,Galaxy,WLP001 - California Ale,Munich,39 IBU,6.1%,14.8°Blg,d6d8a8b9-9728-457b-8440-aead0d3dad4e,2026-03-05 09:25:32
Budweiser,Pale Ale,Session IPA,Cascade,W34/70 - Lager,Munich,59 IBU,7.4%,11.4°Blg,6aa08c70-d509-4223-a2ff-c583c563008c,2026-03-05 09:25:32
Guinness,Porter,Session IPA,Mosaic,1388 - Belgian Strong Ale,Chocolate,44 IBU,6.5%,15.1°Blg,5e158bfa-91b4-4a34-aa83-6e236238f665,2026-03-05 09:25:32
Budweiser,Lager,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Pilsner,38 IBU,5.5%,19.1°Blg,c83b658e-4cd9-4c8d-b189-ac06365a4377,2026-03-05 09:25:32
Brewdog,Imperial Stout,Belgian Dubbel,Saaz,S04 - English Ale,Pilsner,49 IBU,6.1%,11.9°Blg,6f7773b0-cb27-4bc6-904c-de23c1018787,2026-03-05 09:25:32
Brewdog,Pilsner,Strong Ale,Cascade,W34/70 - Lager,Chocolate,26 IBU,7.3%,10.1°Blg,187a8734-df8f-4b43-a83e-7ebbee31f593,2026-03-05 09:25:32
Budweiser,Pale Ale,Session IPA,Saaz,S04 - English Ale,Chocolate,23 IBU,7.7%,14.5°Blg,889e8efd-88bc-4b2b-a3c7-a6f852393cbc,2026-03-05 09:25:32
Carlsberg,Pale Ale,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Pilsner,70 IBU,4.8%,19.3°Blg,c22bb483-2560-456d-8633-cd14fe2e7a37,2026-03-05 09:25:32
Guinness,Imperial Stout,Belgian Dubbel,Cascade,1056 - American Ale,Caramel,23 IBU,9.7%,13.9°Blg,159eae7b-b31f-460d-a4e3-e34fd863a243,2026-03-05 09:25:32
Carlsberg,Pilsner,Session IPA,Millennium,1388 - Belgian Strong Ale,Caramel,25 IBU,8.7%,17.8°Blg,ac12193e-434c-4462-89da-1f858a7ceefc,2026-03-05 09:25:32
Budweiser,Pilsner,Belgian Dubbel,Saaz,W34/70 - Lager,Caramel,29 IBU,5.4%,13.4°Blg,584dc7e8-20d3-439a-9c43-4b2e56d3d869,2026-03-05 09:25:32
Guinness,Pale Ale,Session IPA,Millennium,1056 - American Ale,Munich,52 IBU,9.9%,14.7°Blg,38885888-9207-4c4e-a778-bfeaa3e17660,2026-03-05 09:25:32
Budweiser,Porter,Belgian Dubbel,Cascade,1388 - Belgian Strong Ale,Victory,32 IBU,9.6%,16.0°Blg,54885ca6-274b-4475-92ad-62023e1877ee,2026-03-05 09:25:32
Heineken,Pale Ale,Belgian Dubbel,Saaz,S04 - English Ale,Pilsner,60 IBU,6.7%,15.3°Blg,381186cc-782b-4d98-bb30-7d1623cc5388,2026-03-05 09:25:32
Brewdog,Porter,Belgian Dubbel,Galaxy,W34/70 - Lager,Pilsner,64 IBU,6.4%,13.5°Blg,741f066f-a2c3-4310-957e-622cf3ac689d,2026-03-05 09:25:32
Budweiser,Imperial Stout,Strong Ale,Millennium,WLP001 - California Ale,Caramel,27 IBU,9.7%,15.2°Blg,d96b97a3-747b-4f6e-a4b7-4b2c85b861fe,2026-03-05 09:25:32
Heineken,Lager,Wheat Beer,Cascade,WLP001 - California Ale,Chocolate,54 IBU,7.7%,18.0°Blg,2bde4e7d-dec9-4099-b8eb-5fedb5d68dc2,2026-03-05 09:25:32
Budweiser,Pale Ale,Strong Ale,Millennium,W34/70 - Lager,Victory,64 IBU,8.3%,17.6°Blg,73462a35-c89d-4523-a37c-49559a78b465,2026-03-05 09:25:32
Guinness,Imperial Stout,Strong Ale,Galaxy,1388 - Belgian Strong Ale,Pilsner,54 IBU,9.6%,17.6°Blg,2b353dc7-6811-40d4-a9aa-ccbc1554fae0,2026-03-05 09:25:32
Heineken,Lager,Session IPA,Cascade,S04 - English Ale,Pilsner,61 IBU,9.9%,15.5°Blg,cb718f23-a989-4b18-9ac7-33ff6abb2479,2026-03-05 09:25:32
Carlsberg,Porter,Belgian Dubbel,Millennium,S04 - English Ale,Chocolate,29 IBU,8.0%,12.7°Blg,ee0942f4-9e46-4bbf-b894-08b802773ec5,2026-03-05 09:25:32
Budweiser,Pilsner,Belgian Dubbel,Millennium,S04 - English Ale,Munich,21 IBU,9.5%,10.9°Blg,9b8ca020-e1e4-431a-b91e-56b307c4bdb5,2026-03-05 09:25:32
Carlsberg,Lager,Wheat Beer,Cascade,WLP001 - California Ale,Victory,21 IBU,9.0%,19.3°Blg,dfe34f33-3849-42e9-9044-7a6ad78dbdd3,2026-03-05 09:25:32
