brand,name,style,hop,yeast,malts,ibu,alcohol,blg,user_id,dt_current_timestamp
Guinness,Pilsner,Strong Ale,Galaxy,W34/70 - Lager,Caramel,37 IBU,7.7%,19.4°Blg,8ef05971-b45a-4dd6-8668-78d7695db2f5,2026-03-05 09:25:33
Carlsberg,Pale Ale,Wheat Beer,Millennium,S04 - English Ale,Caramel,66 IBU,4.6%,12.9°Blg,529b32d6-885e-41d9-ae34-dfe6ee46cdb4,2026-03-05 09:25:33
Brewdog,Imperial Stout,Strong Ale,Cascade,1056 - American Ale,Pilsner,58 IBU,4.4%,16.3°Blg,f5dc3d20-c453-4601-879a-01ada155c5c3,2026-03-05 09:25:33
Brewdog,Imperial Stout,Belgian Dubbel,Galaxy,S04 - English Ale,Caramel,66 IBU,4.6%,19.1°Blg,6e94d852-4f2c-4209-96e9-8e027fb75a2c,2026-03-05 09:25:33
Carlsberg,Lager,Strong Ale,Galaxy,S04 - English Ale,Victory,69 IBU,4.4%,10.9°Blg,1ed2d928-ece0-46f7-9d71-1070c1d44518,2026-03-05 09:25:33
Budweiser,Pilsner,Sour Ale,Cascade,1388 - Belgian Strong Ale,Munich,36 IBU,6.7%,18.1°Blg,20069f5d-067b-46b2-b484-ed91ad969987,2026-03-05 09:25:33
Brewdog,Pale Ale,Belgian Dubbel,Millennium,1388 - Belgian Strong Ale,Caramel,51 IBU,9.5%,17.9°Blg,3224686d-bf45-44ca-bc17-52fb3992e8a5,2026-03-05 09:25:33
Carlsberg,Pilsner,Strong Ale,Millennium,1388 - Belgian Strong Ale,Chocolate,46 IBU,6.1%,18.4°Blg,fc1f4b98-f209-4528-bd60-814e8b048794,2026-03-05 09:25:33
Carlsberg,Porter,Belgian Dubbel,Saaz,1388 - Belgian Strong Ale,Munich,22 IBU,5.4%,13.8°Blg,58881bc6-ce3d-4ba5-893d-d94a7341eae2,2026-03-05 09:25:33
Guinness,Pilsner,Strong Ale,Cascade,W34/70 - Lager,Victory,66 IBU,9.3%,16.4°Blg,11958cef-341a-49a5-a907-e882d84df41e,2026-03-05 09:25:33
Heineken,Lager,Session IPA,Millennium,S04 - English Ale,Chocolate,33 IBU,5.4%,12.4°Blg,55fc08cc-977b-4d30-8a7e-e2d3c18d2eb4,2026-03-05 09:25:33
Guinness,Lager,Session IPA,Mosaic,WLP001 - California Ale,Munich,41 IBU,9.8%,14.2°Blg,e1fa587f-97c3-4c2d-9ccf-6c611d27164c,2026-03-05 09:25:33
Brewdog,Imperial Stout,Strong Ale,Galaxy,W34/70 - Lager,Munich,23 IBU,8.5%,10.3°Blg,42ca340e-d686-4937-9b51-3172cf91bf62,2026-03-05 09:25:33
Carlsberg,Lager,Wheat Beer,Galaxy,W34/70 - Lager,Chocolate,47 IBU,8.7%,11.2°Blg,e91e663b-4eb1-4574-84b5-cfe48fb39142,2026-03-05 09:25:33
Heineken,Pilsner,Belgian Dubbel,Saaz,1388 - Belgian Strong Ale,Pilsner,66 IBU,6.2%,17.8°Blg,f82c8c58-5b46-4356-8fa6-80319c3fd449,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Cascade,W34/70 - Lager,Caramel,31 IBU,5.3%,16.0°Blg,5af4899e-a969-4c8d-b679-1eebe8d5829a,2026-03-05 09:25:33
Heineken,Porter,Belgian Dubbel,Mosaic,1056 - American Ale,Munich,45 IBU,8.9%,14.4°Blg,1e1a3bb5-1d7b-44e4-9aa0-2c2ee9e36531,2026-03-05 09:25:33
Heineken,Imperial Stout,Session IPA,Saaz,WLP001 - California Ale,Caramel,24 IBU,4.8%,15.2°Blg,d2152770-b7ec-47b0-9926-54a1c45cc309,2026-03-05 09:25:33
Budweiser,Imperial Stout,Sour Ale,Millennium,1056 - American Ale,Caramel,28 IBU,8.6%,14.3°Blg,866f6a29-70d0-4f84-b9ca-fa4793f65fe0,2026-03-05 09:25:33
Brewdog,Lager,Strong Ale,Galaxy,1388 - Belgian Strong Ale,Caramel,67 IBU,5.9%,16.0°Blg,f48faa47-7406-4dab-89d4-d05e609da77c,2026-03-05 09:25:33
Heineken,Lager,Sour Ale,Saaz,1056 - American Ale,Pilsner,35 IBU,6.9%,11.9°Blg,ac60c066-a96f-4dc9-ba8b-7647558f59aa,2026-03-05 09:25:33
Heineken,Pilsner,Belgian Dubbel,Galaxy,S04 - English Ale,Caramel,43 IBU,8.5%,11.8°Blg,55f674d5-50ce-4224-9e75-402848a9a118,2026-03-05 09:25:33
Guinness,Lager,Belgian Dubbel,Saaz,W34/70 - Lager,Munich,59 IBU,7.3%,10.1°Blg,9b7590f5-caf5-4ffa-9e17-2537765ddb0b,2026-03-05 09:25:33
Budweiser,Imperial Stout,Wheat Beer,Cascade,1056 - American Ale,Munich,69 IBU,5.6%,16.6°Blg,212355d4-6f67-4e0e-a418-04c5b79f73a3,2026-03-05 09:25:33
Brewdog,Pilsner,Wheat Beer,Millennium,S04 - English Ale,Pilsner,52 IBU,9.8%,14.5°Blg,6dc0f79c-345a-480d-bacb-38bc416124ba,2026-03-05 09:25:33
Heineken,Porter,Wheat Beer,Galaxy,1388 - Belgian Strong Ale,Pilsner,43 IBU,7.9%,13.5°Blg,50479242-f44e-4853-a0ae-06a3162e9e22,2026-03-05 09:25:33
Guinness,Imperial Stout,Sour Ale,Cascade,1056 - American Ale,Munich,59 IBU,8.1%,12.0°Blg,6c32da6e-b1ff-4932-855e-a21e1c9ce7ca,2026-03-05 09:25:33
Heineken,Imperial Stout,Sour Ale,Galaxy,1056 - American Ale,Pilsner,53 IBU,4.5%,16.7°Blg,d15705e9-dde5-4c68-b696-bd042e06ecba,2026-03-05 09:25:33
Brewdog,Lager,Belgian Dubbel,Mosaic,WLP001 - California Ale,Pilsner,46 IBU,4.7%,11.2°Blg,0785959f-18c4-4f40-9630-8f8430a36ad3,2026-03-05 09:25:33
Carlsberg,Pale Ale,Belgian Dubbel,Galaxy,1388 - Belgian Strong Ale,Munich,23 IBU,9.0%,19.1°Blg,1e13dbcb-4a06-4156-a58c-e79ac40991ce,2026-03-05 09:25:33
Budweiser,Pale Ale,Belgian Dubbel,Millennium,WLP001 - California Ale,Chocolate,69 IBU,5.0%,17.3°Blg,e2e9b33f-d2f3-44c6-adea-d9083337b7c2,2026-03-05 09:25:33
Carlsberg,Pilsner,Sour Ale,Mosaic,WLP001 - California Ale,Victory,32 IBU,8.7%,10.6°Blg,f9473cc4-0f8f-41b1-bcf8-b7c2cc2602ef,2026-03-05 09:25:33
Brewdog,Pale Ale,Wheat Beer,Mosaic,S04 - English Ale,Munich,49 IBU,9.0%,18.4°Blg,3ef55022-ba74-4200-84b1-504619cb6431,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Pilsner,22 IBU,9.7%,13.9°Blg,dbdae520-4bcc-4251-9759-c9a07290d4d8,2026-03-05 09:25:33
Heineken,Lager,Session IPA,Galaxy,S04 - English Ale,Pilsner,43 IBU,9.0%,18.5°Blg,2fdc0865-067f-4d27-b8fc-6a4aa4549e66,2026-03-05 09:25:33
Heineken,Imperial Stout,Belgian Dubbel,Saaz,W34/70 - Lager,Chocolate,24 IBU,5.1%,13.2°Blg,af24d382-c8be-427f-a771-b526a8f3ce84,2026-03-05 09:25:33
Budweiser,Porter,Sour Ale,Cascade,WLP001 - California Ale,Munich,70 IBU,7.2%,14.9°Blg,a59ea342-c9e3-4ce4-8d26-f219406a5b86,2026-03-05 09:25:33
Carlsberg,Imperial Stout,Wheat Beer,Galaxy,W34/70 - Lager,Munich,38 IBU,6.7%,16.4°Blg,02e99a90-a17d-4e0a-99bd-618349ec289e,2026-03-05 09:25:33
Heineken,Lager,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Munich,32 IBU,8.9%,19.2°Blg,37254614-4433-44ed-93a6-46fcf8600b0f,2026-03-05 09:25:33
Guinness,Porter,Belgian Dubbel,Cascade,S04 - English Ale,Caramel,39 IBU,8.5%,11.9°Blg,24b749cf-37c6-431e-8b81-152dd2517c55,2026-03-05 09:25:33
Guinness,Pale Ale,Sour Ale,Saaz,W34/70 - Lager,Victory,35 IBU,9.6%,13.0°Blg,f25dba93-55dd-4eb9-9a61-3f4b1b101f18,2026-03-05 09:25:33
Guinness,Porter,Belgian Dubbel,Saaz,WLP001 - California Ale,Munich,45 IBU,9.6%,18.1°Blg,418f61e2-5466-4c65-adc3-f78f059fac80,2026-03-05 09:25:33
Carlsberg,Pale Ale,Sour Ale,Millennium,WLP001 - California Ale,Pilsner,29 IBU,8.3%,13.9°Blg,0c2ef47a-2356-4952-b445-ef49a8d4dcaa,2026-03-05 09:25:33
Heineken,Imperial Stout,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Caramel,23 IBU,4.8%,19.4°Blg,dc290543-60c7-4fac-9a85-e46536af6f0b,2026-03-05 09:25:33
Budweiser,Porter,Strong Ale,Cascade,1056 - American Ale,Victory,57 IBU,5.0%,14.5°Blg,27981280-d28d-48fa-ac26-16f413b1c3e6,2026-03-05 09:25:33
Brewdog,Pilsner,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Pilsner,55 IBU,5.5%,12.5°Blg,81c904e0-31c7-415f-851b-ae167ec5b022,2026-03-05 09:25:33
Brewdog,Lager,Session IPA,Mosaic,1388 - Belgian Strong Ale,Pilsner,68 IBU,8.1%,15.7°Blg,32f267c1-7821-481c-8a4a-3f04edd2dd50,2026-03-05 09:25:33
Guinness,Pilsner,Belgian Dubbel,Millennium,1388 - Belgian Strong Ale,Pilsner,33 IBU,9.6%,19.3°Blg,d807df5e-4969-42a7-83f6-0ef7d1b2d053,2026-03-05 09:25:33
Budweiser,Pale Ale,Strong Ale,Cascade,S04 - English Ale,Victory,44 IBU,4.7%,18.0°Blg,49eec8f6-56f9-4f31-ad3d-5a010c1a5db6,2026-03-05 09:25:33
Brewdog,Pale Ale,Strong Ale,Millennium,1056 - American Ale,Pilsner,55 IBU,5.4%,12.0°Blg,7cafd2a5-7b97-49cf-9aaa-6e364ee8241e,2026-03-05 09:25:33
Brewdog,Pale Ale,Sour Ale,Saaz,W34/70 - Lager,Pilsner,46 IBU,8.8%,10.2°Blg,ec42779c-9301-46be-97c3-ba0e1ab391d5,2026-03-05 09:25:33
Guinness,Pilsner,Sour Ale,Cascade,W34/70 - Lager,Caramel,68 IBU,5.3%,12.3°Blg,50162e6c-ad70-429a-8092-714e401b6e39,2026-03-05 09:25:33
Guinness,Porter,Belgian Dubbel,Millennium,1056 - American Ale,Pilsner,28 IBU,9.3%,11.2°Blg,5756ac2c-9233-42b9-8c4c-25e192d5c3a4,2026-03-05 09:25:33
Brewdog,Pilsner,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Chocolate,53 IBU,4.9%,18.2°Blg,74d87443-1b4a-4a69-b0dc-8b07ed224237,2026-03-05 09:25:33
Heineken,Imperial Stout,Wheat Beer,Mosaic,S04 - English Ale,Munich,42 IBU,5.2%,14.0°Blg,10eda3c0-5e48-42f5-8555-f3da07042cf5,2026-03-05 09:25:33
Guinness,Pilsner,Sour Ale,Galaxy,W34/70 - Lager,Pilsner,29 IBU,6.1%,16.3°Blg,494550ed-51d3-41f2-b552-7b4a85390ce5,2026-03-05 09:25:33
Guinness,Lager,Wheat Beer,Saaz,S04 - English Ale,Victory,48 IBU,6.6%,16.9°Blg,8a3bb362-c86a-47ab-a874-5856b48aa64f,2026-03-05 09:25:33
Budweiser,Pilsner,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Pilsner,56 IBU,4.5%,12.7°Blg,4f4635b6-d653-4adf-aef1-e485f154a3fe,2026-03-05 09:25:33
Heineken,Pilsner,Belgian Dubbel,Cascade,1056 - American Ale,Pilsner,48 IBU,7.8%,12.2°Blg,5985a8d9-ecb8-45fb-a751-a332b6fdcaaa,2026-03-05 09:25:33
Budweiser,Pale Ale,Wheat Beer,Millennium,W34/70 - Lager,Pilsner,48 IBU,4.1%,13.3°Blg,1044371c-fd14-4ffa-9db5-e4c2c5c3d87e,2026-03-05 09:25:33
Brewdog,Imperial Stout,Belgian Dubbel,Mosaic,WLP001 - California Ale,Caramel,54 IBU,5.8%,10.1°Blg,753b89a0-43aa-4c61-9e02-19572e6b0fbf,2026-03-05 09:25:33
Heineken,Lager,Sour Ale,Saaz,1388 - Belgian Strong Ale,Caramel,60 IBU,6.3%,16.1°Blg,29346791-ec4f-4c2e-ab20-9d3aed0f8d3e,2026-03-05 09:25:33
Budweiser,Porter,Sour Ale,Saaz,WLP001 - California Ale,Pilsner,62 IBU,7.8%,18.3°Blg,8b2fa00d-f55a-48dc-b151-a4d22a4e64a8,2026-03-05 09:25:33
Budweiser,Imperial Stout,Belgian Dubbel,Galaxy,1056 - American Ale,Chocolate,33 IBU,4.7%,17.0°Blg,6f87c146-5792-4291-9e21-7f051ca002d3,2026-03-05 09:25:33
Carlsberg,Pale Ale,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Caramel,51 IBU,4.6%,15.2°Blg,d07edbcd-655f-4f9c-98f3-3a312a99dd0f,2026-03-05 09:25:33
Budweiser,Imperial Stout,Session IPA,Mosaic,1388 - Belgian Strong Ale,Caramel,55 IBU,6.0%,18.3°Blg,731c9291-867f-4a24-823b-645d1466139b,2026-03-05 09:25:33
Budweiser,Pilsner,Sour Ale,Millennium,W34/70 - Lager,Pilsner,63 IBU,6.5%,14.7°Blg,9d3a9595-ebd0-427b-8955-b6f1850ee9d8,2026-03-05 09:25:33
Budweiser,Imperial Stout,Strong Ale,Millennium,S04 - English Ale,Munich,54 IBU,6.2%,13.2°Blg,e1f3991d-b4a4-44ce-8c39-30aa6025926c,2026-03-05 09:25:33
Brewdog,Imperial Stout,Sour Ale,Saaz,1056 - American Ale,Munich,40 IBU,5.4%,18.3°Blg,a435d8f7-802e-483f-840c-92457563cf7e,2026-03-05 09:25:33
Guinness,Imperial Stout,Sour Ale,Millennium,WLP001 - California Ale,Pilsner,66 IBU,4.4%,13.4°Blg,36b07297-4910-474d-8ca5-7f27451b2088,2026-03-05 09:25:33
Brewdog,Lager,Belgian Dubbel,Cascade,1056 - American Ale,Munich,69 IBU,9.3%,13.8°Blg,9db98a6a-afbe-4a5d-8f42-522c8ba1e60e,2026-03-05 09:25:33
Budweiser,Porter,Belgian Dubbel,Saaz,S04 - English Ale,Chocolate,24 IBU,7.4%,14.8°Blg,fd3f04df-d229-436e-94a6-b55b22010c90,2026-03-05 09:25:33
Carlsberg,Pale Ale,Strong Ale,Mosaic,W34/70 - Lager,Munich,36 IBU,7.0%,16.3°Blg,9cc1d4ec-3cce-4844-a8e0-cd198fd17c74,2026-03-05 09:25:33
Budweiser,Lager,Strong Ale,Galaxy,W34/70 - Lager,Victory,24 IBU,8.0%,19.5°Blg,1e1ab314-ca05-481e-8a39-0471ac789cd3,2026-03-05 09:25:33
Budweiser,Lager,Session IPA,Galaxy,WLP001 - California Ale,Victory,56 IBU,9.6%,12.7°Blg,28f86165-3029-483c-80df-24b90f6a04eb,2026-03-05 09:25:33
Brewdog,Pilsner,Sour Ale,Galaxy,1056 - American Ale,Victory,53 IBU,8.9%,14.5°Blg,31bdb135-9ae2-4eb6-864f-4934a27ba4d6,2026-03-05 09:25:33
Brewdog,Lager,Sour Ale,Mosaic,S04 - English Ale,Caramel,49 IBU,6.3%,16.0°Blg,26944dd8-a3f4-488d-a59c-228b022ebf93,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Millennium,WLP001 - California Ale,Victory,32 IBU,5.1%,15.9°Blg,a948c3ed-39af-438b-8b07-3f8b130067f8,2026-03-05 09:25:33
Heineken,Pilsner,Wheat Beer,Millennium,S04 - English Ale,Chocolate,42 IBU,8.1%,11.9°Blg,323638ef-8f13-434d-ac1a-c7a3502be123,2026-03-05 09:25:33
Brewdog,Lager,Belgian Dubbel,Saaz,WLP001 - California Ale,Chocolate,51 IBU,5.8%,11.7°Blg,b90e50b9-8063-4000-8cea-1ba007fffc4d,2026-03-05 09:25:33
Heineken,Lager,Belgian Dubbel,Galaxy,S04 - English Ale,Munich,27 IBU,6.9%,18.2°Blg,fcd13bd4-bf3c-4bba-b98c-67e4218b030f,2026-03-05 09:25:33
Guinness,Pale Ale,Wheat Beer,Saaz,1056 - American Ale,Munich,51 IBU,5.4%,16.2°Blg,51cc6033-373e-48e8-9d9f-6caa384ef363,2026-03-05 09:25:33
Guinness,Lager,Sour Ale,Millennium,W34/70 - Lager,Chocolate,31 IBU,4.2%,16.8°Blg,b154ffff-b697-455b-9601-4c2be17b7ae7,2026-03-05 09:25:33
Carlsberg,Porter,Session IPA,Saaz,1056 - American Ale,Caramel,44 IBU,7.3%,10.5°Blg,752734a2-37dd-46af-8c41-9eb7b5445290,2026-03-05 09:25:33
Heineken,Imperial Stout,Wheat Beer,Cascade,1056 - American Ale,Caramel,51 IBU,6.4%,13.5°Blg,1a82cb63-9a32-4dce-beda-b3fa1641a33f,2026-03-05 09:25:33
Brewdog,Lager,Sour Ale,Millennium,W34/70 - Lager,Victory,59 IBU,6.9%,18.8°Blg,93c66abf-88aa-4bfb-829b-2aafce54b706,2026-03-05 09:25:33
Heineken,Porter,Session IPA,Millennium,W34/70 - Lager,Chocolate,32 IBU,6.5%,15.1°Blg,1a72dc7c-43e3-4db2-be5d-90e48865beaa,2026-03-05 09:25:33
Carlsberg,Pilsner,Belgian Dubbel,Saaz,1388 - Belgian Strong Ale,Munich,43 IBU,7.4%,14.6°Blg,529a2756-9541-4656-94d2-fb7c7752a881,2026-03-05 09:25:33
Brewdog,Porter,Belgian Dubbel,Cascade,1388 - Belgian Strong Ale,Munich,65 IBU,6.4%,12.5°Blg,bc96604a-6a8a-4e10-b09b-7521c89bb253,2026-03-05 09:25:33
Heineken,Lager,Sour Ale,Galaxy,S04 - English Ale,Pilsner,47 IBU,4.7%,11.4°Blg,7dc16756-d3e7-4237-ac9b-c1ad192545ce,2026-03-05 09:25:33
Budweiser,Imperial Stout,Sour Ale,Cascade,1056 - American Ale,Pilsner,43 IBU,4.5%,15.8°Blg,0b97c1b7-b8c4-454d-8172-62bfd5925ab2,2026-03-05 09:25:33
Carlsberg,Pale Ale,Wheat Beer,Cascade,W34/70 - Lager,Caramel,36 IBU,6.4%,14.6°Blg,d5f9a55b-1cc2-4720-814a-e3e43f0dca43,2026-03-05 09:25:33
Brewdog,Porter,Session IPA,Cascade,WLP001 - California Ale,Munich,43 IBU,6.1%,16.0°Blg,309d2daf-28af-4f82-a6ed-d7056b61edc1,2026-03-05 09:25:33
Carlsberg,Porter,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Victory,52 IBU,7.6%,13.6°Blg,f875d2fd-9b8c-4d2f-8a50-cd14d637dc74,2026-03-05 09:25:33
Heineken,Lager,Wheat Beer,Galaxy,WLP001 - California Ale,Victory,51 IBU,8.8%,12.1°Blg,ac3b63bc-f581-415b-b334-bd9a25ebac73,2026-03-05 09:25:33
Carlsberg,Pilsner,Strong Ale,Galaxy,W34/70 - Lager,Caramel,58 IBU,8.6%,14.7°Blg,9207cd0e-9c72-41c9-bba0-f0f3d80705fb,2026-03-05 09:25:33
Brewdog,Lager,Belgian Dubbel,Mosaic,W34/70 - Lager,Pilsner,61 IBU,4.4%,17.9°Blg,d48ea35f-82ce-41bf-9dc7-6b72bd06dbf2,2026-03-05 09:25:33
Carlsberg,Porter,Session IPA,Millennium,S04 - English Ale,Victory,28 IBU,7.9%,14.5°Blg,4a024e6f-bc91-41cf-be9f-660ab71409c4,2026-03-05 09:25:33
Guinness,Pilsner,Wheat Beer,Galaxy,S04 - English Ale,Victory,21 IBU,6.6%,15.5°Blg,a0037bc8-b75e-4378-b875-ea5d42c75e6c,2026-03-05 09:25:33
Budweiser,Porter,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Caramel,69 IBU,5.5%,15.7°Blg,161e6850-e958-4e92-8afc-7002bc4e5811,2026-03-05 09:25:33
Heineken,Lager,Wheat Beer,Saaz,W34/70 - Lager,Victory,68 IBU,7.0%,11.6°Blg,8a123169-e2c5-4e64-b4e8-831a3b249086,2026-03-05 09:25:33
Brewdog,Imperial Stout,Sour Ale,Millennium,WLP001 - California Ale,Pilsner,61 IBU,5.5%,19.2°Blg,01bf9e41-657e-4420-ae4f-6f65a946a9e6,2026-03-05 09:25:33
Brewdog,Porter,Wheat Beer,Galaxy,S04 - English Ale,Victory,44 IBU,5.0%,12.0°Blg,5d11ea91-8863-42d6-a037-84c01e2c2045,2026-03-05 09:25:33
Guinness,Lager,Strong Ale,Mosaic,S04 - English Ale,Caramel,57 IBU,4.2%,11.7°Blg,09d71668-bb49-4569-add2-325580bfd5af,2026-03-05 09:25:33
Guinness,Porter,Strong Ale,Galaxy,W34/70 - Lager,Chocolate,44 IBU,7.9%,12.4°Blg,14fb6d53-8282-4fda-b588-9b23d9fb9ca3,2026-03-05 09:25:33
Brewdog,Porter,Sour Ale,Mosaic,1388 - Belgian Strong Ale,Munich,50 IBU,9.0%,17.3°Blg,e4c01e37-aee4-4bb9-8c22-efb6397ec6c9,2026-03-05 09:25:33
Budweiser,Pilsner,Strong Ale,Saaz,S04 - English Ale,Pilsner,40 IBU,7.3%,19.3°Blg,4eb98d5d-7ed4-45a0-87d4-8e550914f907,2026-03-05 09:25:33
Carlsberg,Lager,Sour Ale,Galaxy,W34/70 - Lager,Victory,59 IBU,8.5%,12.8°Blg,b5f6515a-0ffd-4225-9c8c-f93350391269,2026-03-05 09:25:33
Budweiser,Lager,Strong Ale,Mosaic,1056 - American Ale,Pilsner,50 IBU,9.5%,16.6°Blg,8c205bbd-fb08-412b-8403-575ecbcad8df,2026-03-05 09:25:33
Carlsberg,Pilsner,Sour Ale,Galaxy,S04 - English Ale,Munich,64 IBU,6.6%,13.2°Blg,45c919f0-77e1-436e-b0b7-7a8b77c9bc75,2026-03-05 09:25:33
Heineken,Pilsner,Strong Ale,Millennium,1388 - Belgian Strong Ale,Munich,35 IBU,7.6%,12.1°Blg,69db8b68-44c9-4102-9bce-ad31a05e0e0e,2026-03-05 09:25:33
Guinness,Imperial Stout,Session IPA,Galaxy,WLP001 - California Ale,Caramel,20 IBU,7.3%,14.8°Blg,87f73bde-b26a-4bc1-b5b3-9c17b8c6d6a2,2026-03-05 09:25:33
Guinness,Imperial Stout,Sour Ale,Millennium,S04 - English Ale,Victory,37 IBU,4.0%,16.7°Blg,789c9a55-730b-4ded-9900-9f78950f3f27,2026-03-05 09:25:33
Heineken,Lager,Session IPA,Mosaic,W34/70 - Lager,Munich,38 IBU,6.1%,11.1°Blg,d1943c7c-50cf-4493-b587-4380fd31c10f,2026-03-05 09:25:33
Carlsberg,Pale Ale,Strong Ale,Mosaic,1056 - American Ale,Pilsner,22 IBU,7.6%,17.7°Blg,08ab725f-f4e8-4738-9b25-30b89647b4f7,2026-03-05 09:25:33
Guinness,Pilsner,Strong Ale,Cascade,1388 - Belgian Strong Ale,Caramel,47 IBU,8.7%,12.6°Blg,1be9929c-bb6e-47e0-b960-5b8dd2e70a9f,2026-03-05 09:25:33
Budweiser,Pilsner,Wheat Beer,Saaz,1056 - American Ale,Chocolate,55 IBU,9.9%,19.9°Blg,09de8f1e-c2e4-432d-9ab3-eb573d2cfc96,2026-03-05 09:25:33
Budweiser,Porter,Belgian Dubbel,Saaz,WLP001 - California Ale,Caramel,69 IBU,4.9%,16.1°Blg,418ddbbf-376e-47fb-84e6-cd8cc75ac3c7,2026-03-05 09:25:33
Heineken,Lager,Session IPA,Cascade,1056 - American Ale,Pilsner,43 IBU,4.2%,12.1°Blg,94290c41-212a-4e58-b248-29032eaeacb2,2026-03-05 09:25:33
Brewdog,Porter,Strong Ale,Galaxy,1056 - American Ale,Munich,34 IBU,5.8%,10.3°Blg,d4f4a3ef-8d02-4a24-8f0f-8d4a3f8880dc,2026-03-05 09:25:33
Guinness,Pale Ale,Belgian Dubbel,Mosaic,1056 - American Ale,Pilsner,60 IBU,9.3%,10.6°Blg,256c8740-797e-44bd-94dd-2ce7be14e599,2026-03-05 09:25:33
Heineken,Lager,Strong Ale,Saaz,1388 - Belgian Strong Ale,Chocolate,68 IBU,5.5%,16.2°Blg,9745a3a2-5303-4e15-9a5e-69ee0b411d94,2026-03-05 09:25:33
Heineken,Porter,Sour Ale,Mosaic,WLP001 - California Ale,Munich,59 IBU,5.2%,17.3°Blg,1eedaa0e-d4d4-42fa-9640-c13f38fc6049,2026-03-05 09:25:33
Guinness,Imperial Stout,Session IPA,Galaxy,S04 - English Ale,Victory,48 IBU,9.8%,10.1°Blg,56a417ea-bd1a-4365-adbb-857705400b75,2026-03-05 09:25:33
Heineken,Porter,Wheat Beer,Galaxy,WLP001 - California Ale,Munich,30 IBU,7.0%,11.8°Blg,5bab9863-cc9c-4c49-8ca3-9d022382e392,2026-03-05 09:25:33
Guinness,Imperial Stout,Belgian Dubbel,Galaxy,WLP001 - California Ale,Victory,50 IBU,7.2%,13.2°Blg,4d0bc0f6-47d4-4d10-9da2-2ffa3ee8d15b,2026-03-05 09:25:33
Brewdog,Imperial Stout,Sour Ale,Millennium,1056 - American Ale,Caramel,69 IBU,9.1%,14.4°Blg,6d762239-d2a3-452e-a339-0b4f7c48a6bf,2026-03-05 09:25:33
Budweiser,Pilsner,Sour Ale,Millennium,S04 - English Ale,Chocolate,59 IBU,7.4%,16.7°Blg,8336514d-45ac-43c3-a711-21fa458ec1e1,2026-03-05 09:25:33
Budweiser,Pale Ale,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Munich,41 IBU,6.1%,19.7°Blg,9a9737d3-2c71-4ba7-9687-72c0f4d5c506,2026-03-05 09:25:33
Brewdog,Imperial Stout,Strong Ale,Galaxy,W34/70 - Lager,Pilsner,44 IBU,9.3%,16.2°Blg,4a71e65a-0fab-4cf3-b887-5489427845ec,2026-03-05 09:25:33
Heineken,Pale Ale,Wheat Beer,Mosaic,1056 - American Ale,Pilsner,21 IBU,7.8%,11.4°Blg,5999b748-7b0e-4fae-8f5e-5bb148fd7c4f,2026-03-05 09:25:33
Brewdog,Pale Ale,Session IPA,Galaxy,S04 - English Ale,Pilsner,34 IBU,8.4%,12.6°Blg,d1f85dab-e123-4a04-b166-15f929e85199,2026-03-05 09:25:33
Budweiser,Pilsner,Strong Ale,Mosaic,S04 - English Ale,Chocolate,53 IBU,7.5%,13.7°Blg,1d2a3608-4503-4e0c-8684-b7ba4f3cf5de,2026-03-05 09:25:33
Guinness,Porter,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Pilsner,40 IBU,7.8%,17.6°Blg,746e3a8e-00cd-4b1c-b81c-3e95bf775c56,2026-03-05 09:25:33
Heineken,Pale Ale,Session IPA,Mosaic,W34/70 - Lager,Caramel,50 IBU,9.7%,15.9°Blg,580029fd-d9f0-4143-84ad-83f2d992e64b,2026-03-05 09:25:33
Guinness,Porter,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Pilsner,45 IBU,7.3%,13.7°Blg,f9da860f-17c6-4203-a95b-17193f70612a,2026-03-05 09:25:33
Carlsberg,Pale Ale,Strong Ale,Mosaic,S04 - English Ale,Chocolate,68 IBU,5.1%,19.2°Blg,ef9965c1-93b3-4d8e-89d2-c78a9b68c6a3,2026-03-05 09:25:33
Guinness,Pilsner,Wheat Beer,Mosaic,1056 - American Ale,Victory,25 IBU,7.6%,13.5°Blg,113d6c9e-cdf6-42c2-85f0-07880ab7f155,2026-03-05 09:25:33
Guinness,Imperial Stout,Wheat Beer,Mosaic,1388 - Belgian Strong Ale,Chocolate,37 IBU,7.5%,15.4°Blg,e486c887-9ea9-4b5c-86b0-09386e339c7d,2026-03-05 09:25:33
