brand,name,style,hop,yeast,malts,ibu,alcohol,blg,user_id,dt_current_timestamp
Heineken,Porter,Sour Ale,Cascade,1056 - American Ale,Caramel,69 IBU,6.7%,19.3°Blg,054d0b3a-7eb4-4c4d-bfc2-527a208e8a10,2026-03-05 09:25:34
Budweiser,Pilsner,Sour Ale,Saaz,S04 - English Ale,Munich,58 IBU,9.5%,10.9°Blg,b709c3b7-657c-46f7-aeb2-d88cd8ed370e,2026-03-05 09:25:34
Heineken,Porter,Belgian Dubbel,Millennium,S04 - English Ale,Victory,33 IBU,4.8%,16.7°Blg,a0b644a4-a86e-4a33-8f74-dfad265238c1,2026-03-05 09:25:34
Guinness,Imperial Stout,Sour Ale,Galaxy,S04 - English Ale,Victory,23 IBU,4.3%,17.7°Blg,e20774be-2a23-4482-9055-fa2b49cfa13d,2026-03-05 09:25:34
Brewdog,Lager,Belgian Dubbel,Mosaic,S04 - English Ale,Munich,68 IBU,9.5%,16.7°Blg,3d840eb0-59aa-481c-a8a7-fa05d61cade4,2026-03-05 09:25:34
Carlsberg,Pilsner,Wheat Beer,Saaz,S04 - English Ale,Victory,35 IBU,5.1%,18.1°Blg,bff47b5b-09a8-4887-9655-762e915b49b3,2026-03-05 09:25:34
Carlsberg,Porter,Session IPA,Mosaic,1056 - American Ale,Munich,32 IBU,8.9%,16.0°Blg,6e6d185a-37b5-42ef-b50f-39587bef5d75,2026-03-05 09:25:34
Heineken,Porter,Belgian Dubbel,Galaxy,1388 - Belgian Strong Ale,Munich,58 IBU,5.0%,16.2°Blg,98bd3818-029f-42cc-a62e-9675753933aa,2026-03-05 09:25:34
Budweiser,Pilsner,Belgian Dubbel,Cascade,1056 - American Ale,Chocolate,37 IBU,9.7%,10.8°Blg,656da89b-bc03-469e-a3e8-d9df47163509,2026-03-05 09:25:34
Budweiser,Porter,Strong Ale,Saaz,S04 - English Ale,Munich,43 IBU,6.1%,13.5°Blg,54ec9402-afca-4b72-bb36-c679ff55f05a,2026-03-05 09:25:34
Budweiser,Imperial Stout,Belgian Dubbel,Galaxy,S04 - English Ale,Munich,41 IBU,6.9%,16.2°Blg,3049abe6-ae68-4eb0-ac2a-6ba2f6a086e9,2026-03-05 09:25:34
Budweiser,Imperial Stout,Wheat Beer,Cascade,S04 - English Ale,Munich,54 IBU,4.4%,10.2°Blg,e9dba163-3f6d-4f17-9612-59c80a3a21ba,2026-03-05 09:25:34
Heineken,Porter,Strong Ale,Saaz,1388 - Belgian Strong Ale,Chocolate,58 IBU,8.4%,11.9°Blg,bec9eda8-aa46-4c64-abab-ca2724757356,2026-03-05 09:25:34
Guinness,Pale Ale,Session IPA,Saaz,S04 - English Ale,Chocolate,51 IBU,8.9%,17.2°Blg,11d13e5b-27c1-460a-896e-c9630d9acb84,2026-03-05 09:25:34
Guinness,Porter,Belgian Dubbel,Cascade,W34/70 - Lager,Caramel,44 IBU,5.7%,13.8°Blg,bfe078e9-b420-49e9-bdf5-9cc3e3ff84f9,2026-03-05 09:25:34
Carlsberg,Lager,Belgian Dubbel,Saaz,S04 - English Ale,Caramel,65 IBU,9.8%,14.8°Blg,5ed79257-a351-41d9-b10e-d6b4d8264612,2026-03-05 09:25:34
Guinness,Imperial Stout,Wheat Beer,Galaxy,WLP001 - California Ale,Caramel,58 IBU,8.3%,10.3°Blg,5bc21f65-a4c5-4379-b2f0-2194c00c7ce0,2026-03-05 09:25:34
Budweiser,Lager,Belgian Dubbel,Millennium,WLP001 - California Ale,Caramel,69 IBU,8.7%,16.3°Blg,10fca893-f249-444f-99a6-2bc53b221d30,2026-03-05 09:25:34
Budweiser,Lager,Strong Ale,Cascade,S04 - English Ale,Caramel,34 IBU,6.1%,12.6°Blg,ee7754a8-2795-4a7d-b976-398f0e0cde75,2026-03-05 09:25:34
Brewdog,Pilsner,Session IPA,Millennium,W34/70 - Lager,Victory,65 IBU,8.7%,18.7°Blg,9efffa40-8b58-429a-8ae6-ffd63d66480c,2026-03-05 09:25:34
Guinness,Lager,Wheat Beer,Millennium,WLP001 - California Ale,Pilsner,58 IBU,6.1%,13.6°Blg,2e6b1718-8bab-4dcd-bdcb-657e4f33124c,2026-03-05 09:25:34
Guinness,Imperial Stout,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Pilsner,68 IBU,8.6%,14.3°Blg,b2d7da33-c934-42f9-82f9-38cabc581384,2026-03-05 09:25:34
Guinness,Pale Ale,Sour Ale,Cascade,S04 - English Ale,Chocolate,48 IBU,7.1%,16.0°Blg,4a2ece9e-efa3-4e61-8a70-bfe4a702bd1e,2026-03-05 09:25:34
Carlsberg,Porter,Wheat Beer,Cascade,1056 - American Ale,Victory,33 IBU,4.9%,12.3°Blg,17e63974-1844-4a23-9734-72c5b2cc6119,2026-03-05 09:25:34
Budweiser,Pilsner,Session IPA,Saaz,1388 - Belgian Strong Ale,Pilsner,38 IBU,6.5%,17.9°Blg,615df80e-ff7b-475b-a0a7-1123c3d61205,2026-03-05 09:25:34
Budweiser,Pilsner,Session IPA,Cascade,W34/70 - Lager,Chocolate,28 IBU,5.6%,13.1°Blg,7e957161-9f0c-4b28-afe7-6ae0e76285a4,2026-03-05 09:25:34
Budweiser,Pale Ale,Strong Ale,Cascade,S04 - English Ale,Caramel,59 IBU,6.2%,11.9°Blg,9b2bd6d4-c891-4778-b044-0e9d64725f1c,2026-03-05 09:25:34
Heineken,Pale Ale,Belgian Dubbel,Cascade,W34/70 - Lager,Victory,34 IBU,8.5%,15.7°Blg,5ac13619-da57-4357-a8d5-d80eaf94f323,2026-03-05 09:25:34
Carlsberg,Porter,Strong Ale,Millennium,1056 - American Ale,Pilsner,67 IBU,5.8%,11.8°Blg,a9b3f80d-834c-42ed-ac83-ff79b8fbbdb6,2026-03-05 09:25:34
Heineken,Porter,Strong Ale,Mosaic,S04 - English Ale,Caramel,56 IBU,6.8%,18.3°Blg,9813e0b7-1f22-481c-8383-3118f4931075,2026-03-05 09:25:34
Heineken,Pilsner,Session IPA,Mosaic,1388 - Belgian Strong Ale,Pilsner,48 IBU,4.8%,14.4°Blg,1e4e2c14-6490-4784-9fdf-f7ea17ee26cb,2026-03-05 09:25:34
Guinness,Lager,Strong Ale,Mosaic,W34/70 - Lager,Victory,31 IBU,4.5%,16.8°Blg,e33bd648-17b2-4e22-9e68-4b9f8ff54d85,2026-03-05 09:25:34
Brewdog,Porter,Sour Ale,Cascade,S04 - English Ale,Caramel,30 IBU,7.7%,13.1°Blg,8330dbf8-7eee-42b2-8319-42ae6c4d6acf,2026-03-05 09:25:34
Budweiser,Porter,Strong Ale,Galaxy,WLP001 - California Ale,Victory,39 IBU,9.7%,10.6°Blg,2b450955-1e42-4820-84e5-6da8ef9394b1,2026-03-05 09:25:34
Budweiser,Pilsner,Strong Ale,Cascade,1056 - American Ale,Munich,39 IBU,8.2%,12.4°Blg,2ba05f8c-d3a9-4408-8401-2a2d1cc11081,2026-03-05 09:25:34
Budweiser,Pale Ale,Wheat Beer,Millennium,1388 - Belgian Strong Ale,Munich,64 IBU,7.2%,17.7°Blg,5cc590a0-8905-4fe9-9f66-7c3d14db71dd,2026-03-05 09:25:34
Guinness,Porter,Belgian Dubbel,Millennium,W34/70 - Lager,Caramel,30 IBU,8.4%,13.6°Blg,b89fe1ae-64e2-4daf-8fcb-14f1e9fb76a8,2026-03-05 09:25:34
Carlsberg,Pale Ale,Session IPA,Mosaic,WLP001 - California Ale,Caramel,30 IBU,4.7%,19.2°Blg,54a1c606-9a90-4e36-a5fd-2d0fc19625fd,2026-03-05 09:25:34
Carlsberg,Pale Ale,Sour Ale,Galaxy,WLP001 - California Ale,Munich,25 IBU,9.7%,16.2°Blg,88136847-a99b-4de2-a583-27380e197941,2026-03-05 09:25:34
Heineken,Pilsner,Wheat Beer,Millennium,W34/70 - Lager,Pilsner,25 IBU,8.9%,12.6°Blg,3237228b-8ea2-4869-92cf-41c642a3ba0b,2026-03-05 09:25:34
Guinness,Lager,Session IPA,Cascade,WLP001 - California Ale,Victory,57 IBU,5.5%,15.4°Blg,65a49656-dd3e-4961-a759-3e037339dcb4,2026-03-05 09:25:34
Heineken,Imperial Stout,Sour Ale,Millennium,W34/70 - Lager,Pilsner,20 IBU,9.9%,17.3°Blg,09161813-5a48-4a50-b4f4-745c7d7aa01a,2026-03-05 09:25:34
Budweiser,Lager,Session IPA,Saaz,S04 - English Ale,Munich,26 IBU,9.3%,19.4°Blg,145725d1-dc3f-4058-9a7b-53bb06eb474d,2026-03-05 09:25:34
Brewdog,Lager,Belgian Dubbel,Saaz,WLP001 - California Ale,Victory,48 IBU,6.7%,17.1°Blg,79e0eb13-72c8-49a0-b198-71b22c034a74,2026-03-05 09:25:34
Carlsberg,Pale Ale,Session IPA,Mosaic,1388 - Belgian Strong Ale,Munich,57 IBU,8.8%,13.0°Blg,49568397-ae2f-4dd7-a56d-90689673823c,2026-03-05 09:25:34
Guinness,Porter,Session IPA,Cascade,S04 - English Ale,Pilsner,32 IBU,5.6%,11.1°Blg,b49cd78a-6606-4264-936f-c00df4e6552f,2026-03-05 09:25:34
Brewdog,Lager,Sour Ale,Cascade,S04 - English Ale,Munich,66 IBU,5.3%,18.2°Blg,b48b9d1b-90b1-40b5-b845-6558082b4ff5,2026-03-05 09:25:34
Budweiser,Lager,Sour Ale,Millennium,1388 - Belgian Strong Ale,Pilsner,43 IBU,9.8%,12.9°Blg,8189c505-2b29-46ff-84b4-d701bb1b53e5,2026-03-05 09:25:34
Heineken,Lager,Sour Ale,Galaxy,1056 - American Ale,Caramel,25 IBU,9.6%,11.5°Blg,3d43d4c3-94ee-4803-831c-b5af4a6328e2,2026-03-05 09:25:34
Budweiser,Porter,Belgian Dubbel,Mosaic,WLP001 - California Ale,Victory,33 IBU,7.7%,14.3°Blg,64643c7e-bf83-4007-90aa-3dd1e9d3bcc9,2026-03-05 09:25:34
Guinness,Imperial Stout,Strong Ale,Saaz,1056 - American Ale,Munich,23 IBU,8.0%,10.3°Blg,bbf83c13-610a-4b80-bba7-dd36c426ebb1,2026-03-05 09:25:34
Carlsberg,Lager,Sour Ale,Cascade,S04 - English Ale,Pilsner,56 IBU,4.8%,19.2°Blg,66dd4d45-45d2-41fb-a0b8-2d0ee523efb9,2026-03-05 09:25:34
Brewdog,Pilsner,Strong Ale,Mosaic,W34/70 - Lager,Caramel,38 IBU,8.2%,15.0°Blg,70e42cf8-63f5-424e-a710-8ceed1843e79,2026-03-05 09:25:34
Brewdog,Pilsner,Sour Ale,Galaxy,1056 - American Ale,Munich,53 IBU,5.1%,16.2°Blg,e6ec2f0c-04c1-4eda-b63d-1252b09fabee,2026-03-05 09:25:34
Carlsberg,Pale Ale,Belgian Dubbel,Galaxy,S04 - English Ale,Chocolate,62 IBU,9.7%,18.7°Blg,8f354c87-8326-4962-9d6c-eb9e069d98e9,2026-03-05 09:25:34
Carlsberg,Porter,Sour Ale,Cascade,S04 - English Ale,Pilsner,56 IBU,5.9%,15.7°Blg,78eacd29-2a63-4735-ad6e-01b149921cf4,2026-03-05 09:25:34
Heineken,Pilsner,Wheat Beer,Mosaic,S04 - English Ale,Pilsner,31 IBU,9.4%,17.2°Blg,47e524fe-cf1f-4f3b-9473-95a2a1b1ed20,2026-03-05 09:25:34
Heineken,Pilsner,Wheat Beer,Millennium,W34/70 - Lager,Victory,37 IBU,9.4%,11.0°Blg,d72949c8-a286-41dd-a666-0c7cad6cb9ab,2026-03-05 09:25:34
Heineken,Lager,Sour Ale,Cascade,1056 - American Ale,Caramel,31 IBU,4.9%,13.0°Blg,a81a3287-8d47-48ee-a8d1-03b95e691d60,2026-03-05 09:25:34
Brewdog,Pale Ale,Strong Ale,Saaz,W34/70 - Lager,Pilsner,50 IBU,8.6%,18.6°Blg,b6dd8740-8465-4725-93a9-55e962d90c44,2026-03-05 09:25:34
Budweiser,Pilsner,Strong Ale,Millennium,WLP001 - California Ale,Munich,44 IBU,5.2%,18.5°Blg,2eb94e52-6779-4e2b-b039-d68a9bc7de10,2026-03-05 09:25:34
Brewdog,Lager,Sour Ale,Mosaic,W34/70 - Lager,Caramel,58 IBU,7.9%,16.8°Blg,8f97e978-f570-4761-8e0d-9deb874e0b5a,2026-03-05 09:25:34
Brewdog,Porter,Session IPA,Cascade,1388 - Belgian Strong Ale,Munich,21 IBU,5.0%,18.6°Blg,073b2462-62df-4a7b-bc8b-5d7c9e1296ce,2026-03-05 09:25:34
Guinness,Lager,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Chocolate,57 IBU,8.7%,17.2°Blg,4c98331f-11d6-488f-9b87-0e69d8f5b27d,2026-03-05 09:25:34
Budweiser,Lager,Strong Ale,Galaxy,1388 - Belgian Strong Ale,Victory,42 IBU,5.5%,19.4°Blg,58370697-2156-4867-87a5-af3f530e8aba,2026-03-05 09:25:34
Guinness,Porter,Strong Ale,Saaz,1056 - American Ale,Caramel,37 IBU,6.4%,10.3°Blg,f35f290d-60be-4677-8fa0-fbc3f67bbd8a,2026-03-05 09:25:34
Brewdog,Pale Ale,Sour Ale,Mosaic,1056 - American Ale,Caramel,21 IBU,7.3%,16.4°Blg,ab7cfd06-84c7-4335-bfb1-fb49a34ed3ab,2026-03-05 09:25:34
Budweiser,Pilsner,Belgian Dubbel,Millennium,1388 - Belgian Strong Ale,Victory,21 IBU,6.2%,18.5°Blg,0057cf85-a01a-4176-a434-3a339b3e1975,2026-03-05 09:25:34
Budweiser,Pale Ale,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Pilsner,37 IBU,9.3%,14.7°Blg,47e2d0ae-0e40-43b6-bf37-d1b900d8d4ca,2026-03-05 09:25:34
Heineken,Pilsner,Belgian Dubbel,Millennium,WLP001 - California Ale,Pilsner,57 IBU,7.0%,11.9°Blg,6d05fa07-1ff3-44c0-85ea-c6d5376b74f1,2026-03-05 09:25:34
Budweiser,Lager,Session IPA,Mosaic,1056 - American Ale,Pilsner,42 IBU,7.7%,16.7°Blg,551ec0c3-637b-4df7-8288-a4a623e5c6bc,2026-03-05 09:25:34
Guinness,Porter,Wheat Beer,Mosaic,W34/70 - Lager,Pilsner,30 IBU,7.7%,16.4°Blg,1297a0ca-1632-46c8-87d7-ea5cc616cf86,2026-03-05 09:25:34
Carlsberg,Imperial Stout,Sour Ale,Mosaic,W34/70 - Lager,Pilsner,44 IBU,6.2%,18.5°Blg,bc311eee-925f-4572-8075-2a327b0e27e2,2026-03-05 09:25:34
Budweiser,Lager,Session IPA,Cascade,W34/70 - Lager,Munich,53 IBU,5.4%,12.7°Blg,961b3048-2c1b-429a-8224-a6a62a76a7b0,2026-03-05 09:25:34
Guinness,Pilsner,Belgian Dubbel,Galaxy,1056 - American Ale,Munich,43 IBU,8.8%,10.1°Blg,9c11d9b8-33ae-485a-993b-039f5379315b,2026-03-05 09:25:34
Budweiser,Imperial Stout,Wheat Beer,Saaz,1056 - American Ale,Chocolate,46 IBU,5.4%,16.4°Blg,49c0fe72-6251-46d1-9f4a-cc00fc0ee445,2026-03-05 09:25:34
Brewdog,Pale Ale,Wheat Beer,Mosaic,WLP001 - California Ale,Pilsner,49 IBU,5.5%,10.8°Blg,e884f087-cbc0-456b-9054-443e9b25841e,2026-03-05 09:25:34
Carlsberg,Porter,Strong Ale,Saaz,S04 - English Ale,Victory,30 IBU,6.4%,14.0°Blg,f9826bc9-a957-437f-bc31-0dcd19a7c424,2026-03-05 09:25:34
Budweiser,Pilsner,Strong Ale,Galaxy,W34/70 - Lager,Pilsner,44 IBU,7.4%,14.6°Blg,15453721-bc94-4225-b07b-24d860bfdbdb,2026-03-05 09:25:34
Guinness,Imperial Stout,Strong Ale,Galaxy,1388 - Belgian Strong Ale,Victory,25 IBU,9.0%,17.6°Blg,f345f5a9-e2a3-4b4a-8f11-726974c58eec,2026-03-05 09:25:34
Guinness,Pale Ale,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Chocolate,31 IBU,7.5%,10.2°Blg,4991243a-a44a-4250-85d9-790dd21132c9,2026-03-05 09:25:34
Budweiser,Porter,Session IPA,Millennium,WLP001 - California Ale,Caramel,31 IBU,9.6%,18.4°Blg,580b2fca-5a16-45fd-8701-a3e803f113a7,2026-03-05 09:25:34
Budweiser,Pilsner,Belgian Dubbel,Millennium,S04 - English Ale,Pilsner,21 IBU,6.9%,10.7°Blg,ff8746c7-bb11-47dd-b4bb-898567603f1e,2026-03-05 09:25:34
Carlsberg,Pilsner,Wheat Beer,Millennium,W34/70 - Lager,Caramel,69 IBU,8.3%,19.5°Blg,1b7a411c-b722-4aae-95a4-c53c89130d3f,2026-03-05 09:25:34
Budweiser,Pale Ale,Wheat Beer,Cascade,1388 - Belgian Strong Ale,Caramel,55 IBU,6.9%,14.8°Blg,6346c820-eab7-49bc-8a0e-a68bcfc54246,2026-03-05 09:25:34
Guinness,Lager,Session IPA,Millennium,WLP001 - California Ale,Munich,44 IBU,9.0%,13.2°Blg,a7e0d65c-2fdb-4475-afc7-ae339039e2be,2026-03-05 09:25:34
Carlsberg,Pale Ale,Strong Ale,Saaz,WLP001 - California Ale,Munich,48 IBU,8.3%,11.1°Blg,d071ef5c-56b5-4309-9fca-c9061f07a6b1,2026-03-05 09:25:34
Brewdog,Pale Ale,Wheat Beer,Mosaic,S04 - English Ale,Munich,54 IBU,4.3%,15.9°Blg,4ea5dc92-f2b9-4e0b-bb71-885eff26cb78,2026-03-05 09:25:34
Heineken,Pilsner,Session IPA,Saaz,S04 - English Ale,Pilsner,53 IBU,5.1%,17.5°Blg,a227bb56-faeb-416f-a940-dfd2996c2301,2026-03-05 09:25:34
Budweiser,Porter,Belgian Dubbel,Saaz,W34/70 - Lager,Chocolate,27 IBU,6.8%,15.8°Blg,7b0f6ccd-3e75-48ae-ab27-f02431ee3564,2026-03-05 09:25:34
Brewdog,Imperial Stout,Sour Ale,Millennium,W34/70 - Lager,Munich,42 IBU,5.3%,13.1°Blg,7c3e775a-ebed-434d-b4b0-668986dfc156,2026-03-05 09:25:34
Heineken,Porter,Belgian Dubbel,Millennium,W34/70 - Lager,Munich,27 IBU,7.8%,12.6°Blg,629b0d45-04aa-4770-9e52-296300c8eb58,2026-03-05 09:25:34
Carlsberg,Lager,Wheat Beer,Mosaic,W34/70 - Lager,Munich,68 IBU,8.1%,10.1°Blg,1f447850-59e0-4461-b33c-fca930b23c0e,2026-03-05 09:25:34
Guinness,Lager,Sour Ale,Cascade,1388 - Belgian Strong Ale,Munich,50 IBU,4.6%,15.6°Blg,2e07a5f3-c659-474b-b0ab-b52cdcf0e87a,2026-03-05 09:25:34
Heineken,Pale Ale,Belgian Dubbel,Mosaic,W34/70 - Lager,Munich,24 IBU,7.8%,16.9°Blg,506e00a6-5628-4bcf-9674-6b49fd994de1,2026-03-05 09:25:34
Budweiser,Imperial Stout,Belgian Dubbel,Cascade,W34/70 - Lager,Pilsner,32 IBU,8.0%,18.6°Blg,0f55d21f-82f0-4175-aa99-f3bb31ba7c1d,2026-03-05 09:25:34
Brewdog,Imperial Stout,Strong Ale,Mosaic,1388 - Belgian Strong Ale,Pilsner,42 IBU,7.6%,16.9°Blg,613889b9-3508-4e1c-b726-2237b4e4b52e,2026-03-05 09:25:34
Heineken,Pilsner,Belgian Dubbel,Galaxy,S04 - English Ale,Munich,38 IBU,9.7%,16.2°Blg,11b9762c-0616-416b-adbb-06d620c17f1a,2026-03-05 09:25:34
Budweiser,Porter,Wheat Beer,Mosaic,1056 - American Ale,Caramel,35 IBU,8.4%,12.4°Blg,003bab80-8a6c-42e4-bcad-bd4ddb4fcedd,2026-03-05 09:25:34
Guinness,Imperial Stout,Session IPA,Mosaic,WLP001 - California Ale,Victory,33 IBU,7.5%,15.6°Blg,473cb0bf-6118-4a98-b3ac-665f84c62a66,2026-03-05 09:25:34
Guinness,Pale Ale,Belgian Dubbel,Galaxy,W34/70 - Lager,Chocolate,52 IBU,9.5%,17.2°Blg,2c72753f-b729-41dd-aa0b-885c18437fe7,2026-03-05 09:25:34
Brewdog,Pale Ale,Strong Ale,Galaxy,1056 - American Ale,Pilsner,66 IBU,6.2%,18.6°Blg,769f353f-703b-46b8-9719-3633fbffac86,2026-03-05 09:25:34
Brewdog,Pale Ale,Sour Ale,Galaxy,S04 - English Ale,Pilsner,51 IBU,4.2%,19.8°Blg,2423079d-2e80-4723-9766-8d00d67cd4bf,2026-03-05 09:25:34
Brewdog,Pale Ale,Session IPA,Cascade,1388 - Belgian Strong Ale,Caramel,47 IBU,5.7%,12.9°Blg,d94bfb49-ec02-4c26-af27-c5e636558baf,2026-03-05 09:25:34
Budweiser,Lager,Session IPA,Saaz,W34/70 - Lager,Victory,29 IBU,7.0%,19.6°Blg,d2c77b67-2cd4-41ca-8a97-e5584f6c8015,2026-03-05 09:25:34
Budweiser,Pilsner,Strong Ale,Saaz,W34/70 - Lager,Victory,38 IBU,5.1%,11.6°Blg,213472ed-4f12-4ed4-8483-4dce71c26e77,2026-03-05 09:25:34
Carlsberg,Porter,Session IPA,Mosaic,S04 - English Ale,Caramel,62 IBU,6.4%,16.7°Blg,11ea2ac3-581c-4255-a17d-dba21d24c344,2026-03-05 09:25:34
Carlsberg,Imperial Stout,Sour Ale,Mosaic,WLP001 - California Ale,Victory,41 IBU,6.8%,11.2°Blg,6a2dacb7-ae66-43c1-b81c-b98a598441de,2026-03-05 09:25:34
Budweiser,Imperial Stout,Session IPA,Cascade,WLP001 - California Ale,Chocolate,54 IBU,4.4%,19.0°Blg,0250bfde-472e-4b6d-a18b-fd3a3dea4a09,2026-03-05 09:25:34
Brewdog,Pale Ale,Wheat Beer,Cascade,S04 - English Ale,Chocolate,31 IBU,7.6%,12.6°Blg,ed06111b-a11d-4712-9a2f-d9d263d524cc,2026-03-05 09:25:34
Heineken,Porter,Belgian Dubbel,Mosaic,1388 - Belgian Strong Ale,Victory,46 IBU,9.2%,12.1°Blg,540f9c24-200a-4760-9871-ca90a62fb39c,2026-03-05 09:25:34
Brewdog,Pale Ale,Wheat Beer,Galaxy,1388 - Belgian Strong Ale,Caramel,60 IBU,4.8%,12.1°Blg,d20f709d-2a9c-4dc6-b9db-95a799d7642e,2026-03-05 09:25:34
Brewdog,Pilsner,Sour Ale,Mosaic,1056 - American Ale,Caramel,64 IBU,5.1%,12.7°Blg,6eddc3c2-5d20-4754-93ba-1ec08b93de24,2026-03-05 09:25:34
Heineken,Porter,Wheat Beer,Saaz,1388 - Belgian Strong Ale,Victory,22 IBU,6.3%,11.7°Blg,114f4381-5397-4872-be5d-0b3ce7c0fbb0,2026-03-05 09:25:34
Carlsberg,Pale Ale,Belgian Dubbel,Mosaic,W34/70 - Lager,Munich,29 IBU,6.8%,15.5°Blg,f610281b-8f70-4fa0-8268-bd8e38459819,2026-03-05 09:25:34
Heineken,Pale Ale,Belgian Dubbel,Cascade,W34/70 - Lager,Caramel,26 IBU,5.2%,12.6°Blg,7e1d1b75-98b4-4081-bbdb-c94fac644d5c,2026-03-05 09:25:34
Brewdog,Porter,Strong Ale,Galaxy,1388 - Belgian Strong Ale,Chocolate,36 IBU,8.5%,13.3°Blg,dc8da3fd-d28d-42c1-9769-c933c60639ff,2026-03-05 09:25:34
Brewdog,Pilsner,Sour Ale,Mosaic,W34/70 - Lager,Chocolate,43 IBU,5.1%,17.9°Blg,702a0baf-7def-4357-bb3f-786e08b4b57c,2026-03-05 09:25:34
Heineken,Pale Ale,Session IPA,Millennium,1388 - Belgian Strong Ale,Chocolate,34 IBU,9.2%,12.7°Blg,aefb6fd0-960b-460f-99a8-e3d84db6ccc9,2026-03-05 09:25:34
Guinness,Lager,Belgian Dubbel,Cascade,W34/70 - Lager,Pilsner,35 IBU,10.0%,17.0°Blg,173a17aa-a4b8-4edb-9011-d83ea8d9c0f1,2026-03-05 09:25:34
Carlsberg,Pilsner,Session IPA,Saaz,S04 - English Ale,Munich,36 IBU,5.8%,17.8°Blg,72b8f96c-a112-4c57-b90d-abf983780d90,2026-03-05 09:25:34
Carlsberg,Pilsner,Session IPA,Saaz,1056 - American Ale,Caramel,49 IBU,4.1%,12.4°Blg,a74b5203-f92c-43b6-a103-76a597b39bba,2026-03-05 09:25:34
Budweiser,Pilsner,Strong Ale,Cascade,S04 - English Ale,Munich,42 IBU,7.5%,17.6°Blg,216f9aa0-b614-4c48-ba1b-09a87ee84a66,2026-03-05 09:25:34
Brewdog,Porter,Belgian Dubbel,Saaz,W34/70 - Lager,Chocolate,66 IBU,5.6%,15.5°Blg,698e2173-0fca-4588-8297-5daa7ce3ff43,2026-03-05 09:25:34
Brewdog,Imperial Stout,Sour Ale,Cascade,W34/70 - Lager,Chocolate,68 IBU,5.5%,16.4°Blg,e933bf30-d3d4-48cc-a04c-e0ea1f0b5d92,2026-03-05 09:25:34
Carlsberg,Pilsner,Strong Ale,Saaz,S04 - English Ale,Chocolate,26 IBU,4.8%,12.6°Blg,839cf992-7fd8-4158-9f0e-1f949e24dfb9,2026-03-05 09:25:34
Heineken,Pilsner,Belgian Dubbel,Millennium,WLP001 - California Ale,Pilsner,35 IBU,5.7%,14.2°Blg,52da6974-b37c-49e6-afb5-6f0ed8b2153a,2026-03-05 09:25:34
Heineken,Pale Ale,Wheat Beer,Cascade,WLP001 - California Ale,Caramel,42 IBU,5.4%,15.6°Blg,2ac97102-a4d2-439e-b63b-1a801c2c71c0,2026-03-05 09:25:34
Brewdog,Pilsner,Sour Ale,Mosaic,1056 - American Ale,Caramel,24 IBU,10.0%,15.7°Blg,6286bc37-5430-4a51-b2d4-f3c8e551f14f,2026-03-05 09:25:34
Heineken,Porter,Strong Ale,Saaz,S04 - English Ale,Munich,33 IBU,6.8%,17.0°Blg,2aaefdfd-6d7b-4b53-a0a7-aaa67075c8a7,2026-03-05 09:25:34
Heineken,Pale Ale,Sour Ale,Saaz,W34/70 - Lager,Caramel,44 IBU,9.3%,16.6°Blg,dde99774-aeea-4bc5-b6c0-b5d7666216e3,2026-03-05 09:25:34
Budweiser,Porter,Belgian Dubbel,Galaxy,W34/70 - Lager,Caramel,65 IBU,6.6%,18.8°Blg,646f35c5-a060-426a-a088-5257644b3eaa,2026-03-05 09:25:34
Guinness,Lager,Session IPA,Galaxy,W34/70 - Lager,Chocolate,30 IBU,5.9%,10.3°Blg,097d04e9-d94b-4e49-8ada-cec820c7a831,2026-03-05 09:25:34
Guinness,Pilsner,Sour Ale,Mosaic,W34/70 - Lager,Pilsner,37 IBU,7.1%,11.0°Blg,be49701c-0a50-4008-8dde-48e557887807,2026-03-05 09:25:34
Budweiser,Imperial Stout,Belgian Dubbel,Mosaic,1056 - American Ale,Victory,53 IBU,8.8%,11.3°Blg,def08bf6-0ca1-4265-8186-acf2b722c908,2026-03-05 09:25:34
Guinness,Porter,Sour Ale,Galaxy,1388 - Belgian Strong Ale,Pilsner,38 IBU,9.6%,11.9°Blg,1bfa51c1-48c4-4e32-bf4f-3031cfbc2a1b,2026-03-05 09:25:34
Budweiser,Pilsner,Belgian Dubbel,Galaxy,1056 - American Ale,Victory,57 IBU,5.0%,16.6°Blg,670bef52-34ce-40ba-92f9-65810d97202c,2026-03-05 09:25:34
Carlsberg,Porter,Sour Ale,Mosaic,W34/70 - Lager,Victory,28 IBU,7.1%,11.2°Blg,71198c0a-9407-48e0-a71a-6c060168ef03,2026-03-05 09:25:34
Heineken,Pale Ale,Sour Ale,Galaxy,1056 - American Ale,Chocolate,46 IBU,8.5%,18.0°Blg,60f4d0db-ab5d-4e3c-aa94-8146c6eea756,2026-03-05 09:25:34
Heineken,Pale Ale,Strong Ale,Mosaic,S04 - English Ale,Munich,55 IBU,7.1%,16.9°Blg,f3f47a27-33e5-41e2-bb8f-bd487bebb148,2026-03-05 09:25:34
